,X.1,X,Submission.ID,Common.Name,Scientific.Name,Taxonomic.Order,Count,State.Province,County,Location,Latitude,Longitude,Date,Time,Protocol,Duration..Min.,All.Obs.Reported,Distance.Traveled..km.,Area.Covered..ha.,Number.of.Observers,Breeding.Code,Species.Comments,Checklist.Comments
1,1,1,S13707154,Black-bellied Whistling-Duck,Dendrocygna autumnalis,215,X,US-TX,Aransas,Goose Island SP (CTC 048),28.13255,-96.98505,04-10-2013,04:38 PM,eBird - Traveling Count,150,1,2.414,NA,1,,,Submitted from  BirdLog for Android v1.6
2,2,2,S15605514,Black-bellied Whistling-Duck,Dendrocygna autumnalis,215,1,US-TX,Cameron,Brownsville--Oliveira Park,25.9374284,-97.52159,11-07-2013,06:00 PM,eBird - Traveling Count,45,1,0.805,NA,3,,,
3,3,3,S14066733,Black-bellied Whistling-Duck,Dendrocygna autumnalis,215,X,US-TX,Cameron,Camino/Harvey,26.1431299,-97.6298761,05-10-2013,06:30 PM,eBird - Stationary Count,60,1,NA,NA,2,,,
4,4,4,S14066509,Black-bellied Whistling-Duck,Dendrocygna autumnalis,215,1,US-TX,Cameron,South Padre Is.--Birding and Nature Center,26.1374859,-97.1735573,05-10-2013,09:30 AM,eBird - Traveling Count,90,1,1.609,NA,1,,,"<br />Submitted from BirdLog NA for iOS, version 1.5.3"
5,5,5,S13573271,Black-bellied Whistling-Duck,Dendrocygna autumnalis,215,X,US-TX,Chambers,Anahuac NWR (UTC 049),29.6148414,-94.5344353,03-30-2013,01:29 PM,eBird - Traveling Count,162,1,8.047,NA,1,,,Submitted from  BirdLog for Android v1.6
6,6,6,S13741101,Black-bellied Whistling-Duck,Dendrocygna autumnalis,215,X,US-TX,Colorado,Attwater Prairie Chicken NWR (CTC 004),29.66076,-96.28487,04-14-2013,07:45 AM,eBird - Traveling Count,154,1,9.656,NA,1,,,Submitted from  BirdLog for Android v1.6
7,7,7,S13741067,Black-bellied Whistling-Duck,Dendrocygna autumnalis,215,X,US-TX,Colorado,Attwater Prairie Chicken NWR (CTC 004),29.66076,-96.28487,04-14-2013,07:45 AM,eBird - Traveling Count,150,1,9.656,NA,1,,,Submitted from  BirdLog for Android v1.6
8,8,8,S13639614,Black-bellied Whistling-Duck,Dendrocygna autumnalis,215,25,US-TX,Comal,"Bulverde, 11300-11348 Highway 46",29.78091,-98.31835,04-05-2013,01:11 PM,eBird - Stationary Count,15,1,NA,NA,1,,,Submitted from  BirdLog for Android v1.6
9,9,9,S13729111,Black-bellied Whistling-Duck,Dendrocygna autumnalis,215,X,US-TX,Galveston,Bolivar--Horseshoe Marsh / Callery Trail,29.393289,-94.7382402,04-13-2013,11:00 AM,eBird - Traveling Count,60,1,0.805,NA,1,,,Submitted from  BirdLog for Android v1.6
10,10,10,S13735535,Black-bellied Whistling-Duck,Dendrocygna autumnalis,215,X,US-TX,Galveston,Galveston- Lafitte's Cove (UTC 068),29.21787,-94.9343,04-13-2013,01:20 PM,eBird - Traveling Count,350,1,3.219,NA,1,,,Submitted from  BirdLog for Android v1.6
11,11,11,S14080819,Black-bellied Whistling-Duck,Dendrocygna autumnalis,215,X,US-TX,Hidalgo,Bentsen-Rio Grande Val. SP WBC (Mission) (LTC 069),26.1720181,-98.3829036,05-11-2013,12:15 PM,eBird - Traveling Count,120,1,6.437,NA,2,,,
12,12,12,S12187876,Black-bellied Whistling-Duck,Dendrocygna autumnalis,215,7,US-TX,Hidalgo,Santa Ana NWR (LTC 059),26.0724245,-98.1499547,11-29-2012,09:00 AM,eBird - Traveling Count,210,1,4.023,NA,1,,,
13,13,13,S15625481,Black-bellied Whistling-Duck,Dendrocygna autumnalis,215,X,US-TX,Hidalgo,Santa Ana NWR--Pintail Lakes Trail,26.0787993,-98.1330503,11-09-2013,10:00 AM,eBird - Traveling Count,120,1,4.828,NA,3,,,
14,14,14,S13570846,Black-bellied Whistling-Duck,Dendrocygna autumnalis,215,X,US-MS,Jackson,"Pascagoula, 3000-3432 Beach Boulevard",30.34289,-88.52992,03-28-2013,09:59 PM,eBird - Casual Observation,0,1,NA,NA,1,,,Submitted from  BirdLog for Android v1.6
15,15,15,S14019048,Black-bellied Whistling-Duck,Dendrocygna autumnalis,215,X,US-TX,Kendall,Cibolo Nature Ctr. (HOTE 078),29.78129,-98.70963,05-06-2013,03:53 PM,eBird - Traveling Count,235,1,2.414,NA,1,,,Submitted from  BirdLog NA for Android v1.7
16,16,16,S21196669,Black-bellied Whistling-Duck,Dendrocygna autumnalis,215,40,US-TX,Nueces,Port Aransas- Leonabelle Turnbull Birding Ctr. (CTC 057),27.8270173,-97.0782208,01-04-2015,03:00 PM,eBird - Traveling Count,40,1,1.609,NA,2,,,
17,17,17,S13497473,Black-bellied Whistling-Duck,Dendrocygna autumnalis,215,70,US-LA,Orleans,Audubon Park,29.9272668,-90.1280594,03-23-2013,02:41 PM,eBird - Traveling Count,61,1,1.609,NA,1,,," <br />Submitted from BirdLog NA for iOS, version 1.5.2"
18,18,18,S13021238,Black-bellied Whistling-Duck,Dendrocygna autumnalis,215,X,US-LA,Orleans,"Audubon, Golf Club Drive",29.92695,-90.12754,02-17-2013,02:03 PM,eBird - Traveling Count,47,1,1.609,NA,1,,, Submitted from  BirdLog for Android v1.6
19,19,19,S22517837,Black-bellied Whistling-Duck,Dendrocygna autumnalis,215,1,US-FL,Palm Beach,Stormwater Treatment Area 2,26.4366081,-80.6126118,03-25-2015,12:49 PM,eBird - Traveling Count,327,1,19.312,NA,1,,,Submitted from  BirdLog NA for Android v1.9.6
20,20,20,S13497474,Black-bellied Whistling-Duck,Dendrocygna autumnalis,215,3,US-LA,Plaquemines,Caernarvon Diversion Canal,29.8582786,-89.9109936,03-23-2013,05:04 PM,eBird - Traveling Count,136,1,3.219,NA,1,,,"<br />Submitted from BirdLog NA for iOS, version 1.5.2"
21,21,21,S11786281,Black-bellied Whistling-Duck,Dendrocygna autumnalis,215,X,US-TX,Travis,Travis,30.32913,-97.77289,03-01-2009,,eBird - Casual Observation,0,0,NA,NA,1,,,Austin
22,22,22,S14080926,Black-bellied Whistling-Duck,Dendrocygna autumnalis,215,X,US-TX,,Texas,31.16954,-100.07837,05-11-2013,05:00 PM,eBird - Traveling Count,240,0,402.336,NA,2,,,
23,23,23,S13573271,Fulvous Whistling-Duck,Dendrocygna bicolor,217,X,US-TX,Chambers,Anahuac NWR (UTC 049),29.6148414,-94.5344353,03-30-2013,01:29 PM,eBird - Traveling Count,162,1,8.047,NA,1,,,Submitted from  BirdLog for Android v1.6
24,24,24,S13717794,Fulvous Whistling-Duck,Dendrocygna bicolor,217,X,US-TX,Chambers,Anahuac NWR--Skillern Tract (E.Bay)(UTC 050),29.6643945,-94.4222546,04-12-2013,09:30 AM,eBird - Traveling Count,41,1,3.219,NA,1,,,Submitted from  BirdLog for Android v1.6
25,25,25,S15625482,Fulvous Whistling-Duck,Dendrocygna bicolor,217,X,US-TX,Hidalgo,Estero Llano Grande SP WBC (LTC 054),26.1260304,-97.9559173,11-09-2013,12:30 PM,eBird - Traveling Count,120,1,4.828,NA,3,,,
26,26,26,S22517837,Fulvous Whistling-Duck,Dendrocygna bicolor,217,1,US-FL,Palm Beach,Stormwater Treatment Area 2,26.4366081,-80.6126118,03-25-2015,12:49 PM,eBird - Traveling Count,327,1,19.312,NA,1,,,Submitted from  BirdLog NA for Android v1.9.6
27,27,27,S12345120,Greater White-fronted Goose,Anser albifrons,237,X,US-TX,Chambers,Anahuac NWR (UTC 049),29.6148414,-94.5344353,12-21-2012,03:00 PM,eBird - Traveling Count,150,1,4.828,NA,1,,,
28,28,28,S21196037,Greater White-fronted Goose,Anser albifrons,237,250,US-TX,McMullen,Choke Canyon SP- Calliham Unit (McMullen Co.)(CTC 082),28.4717282,-98.3394384,01-03-2015,02:00 PM,eBird - Traveling Count,150,1,4.828,NA,2,,,
29,29,29,S14369653,Greater White-fronted Goose,Anser albifrons,237,1,US-CA,San Diego,Lindo Lake,32.8583295,-116.9170833,06-08-2013,12:27 PM,eBird - Casual Observation,0,0,NA,NA,1,,Mixed in with the domestics,Submitted from  BirdLog NA for Android v1.7
30,30,30,S21239175,Snow Goose,Chen caerulescens,254,X,US-TX,Brazoria,Brazoria NWR,29.0599151,-95.2534527,01-06-2015,07:40 AM,eBird - Traveling Count,260,1,8.047,NA,7,,,Bird banding followed by drive around auto tour loop.
31,31,31,S21243536,Snow Goose,Chen caerulescens,254,130,US-TX,Brazoria,Brazoria NWR (UTC 108),29.0570039,-95.2293356,01-06-2015,01:00 PM,eBird - Traveling Count,120,0,16.093,NA,2,,,
32,32,32,S12345120,Snow Goose,Chen caerulescens,254,X,US-TX,Chambers,Anahuac NWR (UTC 049),29.6148414,-94.5344353,12-21-2012,03:00 PM,eBird - Traveling Count,150,1,4.828,NA,1,,,
33,33,33,S18429151,Snow Goose,Chen caerulescens,254,1,US-TX,Comal,"Spring Branch, 7991 Fawn Creek Drive",29.94709,-98.38597,05-17-2014,08:30 AM,eBird - Stationary Count,114,1,NA,NA,1,,"fly over. White goose, black underneath wings. Alone",Submitted from  BirdLog NA for Android v1.9.3
34,34,34,S21243612,Snow Goose,Chen caerulescens,254,X,US-TX,Galveston,Bolivar Flats Shorebird Sanctuary (UTC 058),29.3711371,-94.7287083,01-07-2015,09:20 AM,eBird - Traveling Count,60,0,3.219,NA,2,,,
35,35,35,S12344827,Snow Goose,Chen caerulescens,254,X,US-MS,Jackson,Seaman Rd Sewage Lagoons (restricted access),30.500325,-88.7982038,12-05-2012,04:00 AM,eBird - Traveling Count,120,1,2.414,NA,4,,,
36,36,36,S12801520,Snow Goose,Chen caerulescens,254,X,US-MS,Jackson,Seaman Rd Sewage Lagoons (restricted access),30.500325,-88.7982038,02-01-2013,12:30 PM,eBird - Traveling Count,180,1,3.219,NA,3,,,
37,37,37,S15694154,Snow Goose,Chen caerulescens,254,X,US-DE,Kent,Bombay Hook National Wildlife Refuge,39.2670818,-75.4695511,11-17-2013,10:52 AM,eBird - Traveling Count,264,1,6.437,NA,1,,,Submitted from  BirdLog NA for Android v1.9.3
38,38,38,S16086918,Snow Goose,Chen caerulescens,254,X,US-DE,Kent,Bombay Hook National Wildlife Refuge,39.2670818,-75.4695511,12-15-2013,07:00 AM,eBird - Exhaustive Area Count,300,1,NA,55,1,,,personal CBC list
39,39,39,S20904365,Snow Goose,Chen caerulescens,254,1270,US-DE,Kent,Bombay Hook National Wildlife Refuge,39.2670818,-75.4695511,12-14-2014,07:00 AM,eBird - Traveling Count,295,1,7.242,NA,7,,"Not including 50,000+ flyovers",Bombay Hook CBC- Raymond
40,40,40,S20961170,Snow Goose,Chen caerulescens,254,3,US-NJ,Middlesex,Wyckoff Mills Applegarth Rd,40.2809621,-74.475916,12-19-2014,03:30 PM,eBird - Stationary Count,60,1,NA,NA,2,,estimation,
41,41,41,S21308620,Snow Goose,Chen caerulescens,254,3,US-NJ,Monmouth,Bailey's Corner Rd.--Field,40.1451089,-74.0701836,01-11-2015,04:47 AM,eBird - Stationary Count,28,1,NA,NA,4,,,
42,42,42,S21726576,Snow Goose,Chen caerulescens,254,300,US-DE,New Castle,Cedar Swamp Wildlife Area,39.3894043,-75.5462666,02-08-2015,08:00 AM,eBird - Traveling Count,210,1,4.828,NA,2,,,Submitted from  BirdLog NA for Android v1.9.6
43,43,43,S17162405,Snow Goose,Chen caerulescens,254,300,US-DE,New Castle,Fleming Landing Road,39.3960087,-75.5819263,02-23-2014,10:00 AM,eBird - Stationary Count,30,1,NA,NA,1,,,
44,44,44,S11991744,Snow Goose,Chen caerulescens,254,5,US-MO,Stoddard,Otter Slough CA,36.723295,-90.1081736,10-07-2012,09:30 AM,eBird - Traveling Count,270,1,16.093,NA,2,,,
45,45,45,S21544493,Snow Goose,Chen caerulescens,254,2000,US-DE,Sussex,"Lewes, 501-699 Gills Neck Road",38.75542,-75.14709,01-25-2015,04:00 PM,eBird - Stationary Count,1,1,NA,NA,2,,,Submitted from  BirdLog NA for Android v1.9.6
46,46,46,S16524837,Snow Goose,Chen caerulescens,254,5,US-DE,Sussex,Prime Hook NWR--Fowler Beach Rd.,38.879079,-75.272948,01-26-2014,01:40 PM,eBird - Traveling Count,67,1,2.414,NA,4,,,frozen except for channel
47,47,47,S11786262,Snow Goose,Chen caerulescens,254,X,US-MO,,Missouri,38.29967,-92.43608,09-15-2012,,eBird - Casual Observation,0,0,NA,NA,1,,,Missouri
48,48,48,S14016017,Ross's Goose,Chen rossii,259,X,US-TX,Kendall,Boerne- River Road Park,29.7889618,-98.7259769,05-06-2013,03:45 PM,eBird - Casual Observation,0,0,NA,NA,1,,,Submitted from  BirdLog NA for Android v1.7
49,49,49,S21544493,Ross's Goose,Chen rossii,259,1,US-DE,Sussex,"Lewes, 501-699 Gills Neck Road",38.75542,-75.14709,01-25-2015,04:00 PM,eBird - Stationary Count,1,1,NA,NA,2,,"<a href=""https://www.flickr.com/photos/androecy/16343036386"" title=""Ross's Goose by androecy, on Flickr""><img src=""https://farm8.staticflickr.com/7402/16343036386_71cd9ed3ea_s.jpg"" alt=""Ross's Goose"" /></a>",Submitted from  BirdLog NA for Android v1.9.6
50,50,50,S11786281,Ross's Goose,Chen rossii,259,X,US-TX,Travis,Travis,30.32913,-97.77289,03-01-2009,,eBird - Casual Observation,0,0,NA,NA,1,,,Austin
51,51,51,S23180746,Brant,Branta bernicla,261,1,US-NJ,Atlantic,Edwin B. Forsythe NWR (Brigantine Unit),39.465,-74.4477778,05-02-2015,10:45 AM,eBird - Traveling Count,259,1,19.312,NA,1,,,Submitted from  BirdLog NA for Android v1.9.6
52,52,52,S14834168,Brant,Branta bernicla,261,1,US-CA,Los Angeles,Malibu Lagoon,34.0333857,-118.6822987,08-01-2013,03:40 PM,eBird - Casual Observation,0,1,NA,NA,1,,,Submitted from  BirdLog NA for Android v1.9.1
53,53,53,S14894922,Brant,Branta bernicla,261,5,US-CA,Monterey,Andrew Molera SP--Big Sur River mouth,36.2819875,-121.8595805,08-03-2013,10:00 AM,eBird - Traveling Count,60,1,3.219,NA,1,,,
54,54,54,S11867461,Brant,Branta bernicla,261,X,US-NY,Nassau,Jones Beach SP,40.5945237,-73.5104002,10-23-2012,05:00 PM,eBird - Traveling Count,90,1,3.219,NA,2,,,
55,55,55,S11867488,Brant,Branta bernicla,261,X,US-NY,Nassau,Jones Beach SP,40.5945237,-73.5104002,10-24-2012,09:00 AM,eBird - Traveling Count,120,1,1.609,NA,2,,,
56,56,56,S11852489,Brant,Branta bernicla,261,25,US-CT,New Haven,Lighthouse Point Park,41.24858,-72.90293,10-22-2012,02:00 PM,eBird - Traveling Count,60,1,0.805,NA,2,,,
57,57,57,S16524629,Brant,Branta bernicla hrota,264,100,US-DE,Sussex,Indian River Inlet,38.6082524,-75.0613403,01-26-2014,07:45 AM,eBird - Traveling Count,150,1,0.805,NA,4,,flying up channel into bay early morning,"sea watch from north jetty base and up the channel - calm, clear, 20's"
58,58,58,S21308531,Cackling Goose,Branta hutchinsii,271,1,US-NJ,Cape May,Villas--Lake Champlain,39.0059789,-74.9483871,01-11-2015,11:36 AM,eBird - Stationary Count,34,1,NA,NA,4,,"*continuing, photos.    <iframe src=""https://www.flickr.com/photos/timschreckengost/16259872045/in/photostream/player/"" width=""640"" height=""400"" frameborder=""0""></iframe>    <iframe src=""https://www.flickr.com/photos/timschreckengost/16074022647/in/photostream/player/"" width=""640"" height=""400"" frameborder=""0""></iframe>",Submitted from  BirdLog NA for Android v1.9.6
59,59,59,S14831711,Cackling Goose,Branta hutchinsii,271,X,US-CA,Los Angeles,Sepulveda Basin Wildlife Reserve,34.17672,-118.47373,08-01-2013,08:45 AM,eBird - Traveling Count,219,1,2.414,NA,1,,,Submitted from  BirdLog NA for Android v1.9.1
60,60,60,S20961170,Cackling Goose,Branta hutchinsii,271,1,US-NJ,Middlesex,Wyckoff Mills Applegarth Rd,40.2809621,-74.475916,12-19-2014,03:30 PM,eBird - Stationary Count,60,1,NA,NA,2,,"Within a large flock of Canada Geese. Possibly more heard in flight. Short neck, stubby bill, smaller than surrounding canadas.",
61,61,61,S19326697,Canada Goose,Branta canadensis,277,10,US-NJ,Atlantic,Edwin B. Forsythe NWR,39.4551493,-74.4200134,08-02-2014,06:56 PM,eBird - Traveling Count,100,1,12.874,NA,3,,,Submitted from  BirdLog NA for Android v1.9.3
62,62,62,S19301603,Canada Goose,Branta canadensis,277,40,US-NJ,Atlantic,Edwin B. Forsythe NWR (Brigantine Unit),39.465,-74.4477778,08-01-2014,06:17 PM,eBird - Traveling Count,110,1,12.874,NA,4,,,Submitted from  BirdLog NA for Android v1.9.3
63,63,63,S23180746,Canada Goose,Branta canadensis,277,1,US-NJ,Atlantic,Edwin B. Forsythe NWR (Brigantine Unit),39.465,-74.4477778,05-02-2015,10:45 AM,eBird - Traveling Count,259,1,19.312,NA,1,,,Submitted from  BirdLog NA for Android v1.9.6
64,64,64,S18820486,Canada Goose,Branta canadensis,277,10,US-NJ,Atlantic,Edwin B. Forsythe NWR--Wildlife Drive,39.464298,-74.417612,06-14-2014,04:10 PM,eBird - Stationary Count,23,1,NA,NA,1,,,"<br />Submitted from BirdLog NA for iOS, version 1.7.3"
65,65,65,S21717431,Canada Goose,Branta canadensis,277,50,US-MD,Baltimore,Loch Raven Reservoir--Secondary Dam,39.425851,-76.5414906,02-07-2015,03:22 PM,eBird - Stationary Count,60,1,NA,NA,2,,,Submitted from  BirdLog NA for Android v1.9.6
66,66,66,S15417933,Canada Goose,Branta canadensis,277,X,US-MO,Bollinger,Duck Creek CA (Bollinger Co.),37.0425722,-90.0908194,10-14-2013,07:00 PM,eBird - Casual Observation,0,1,NA,NA,4,,,
67,67,67,S18786069,Canada Goose,Branta canadensis,277,11,US-NJ,Cape May,Cape Island--CMMBR (Cape May Migratory Bird Refuge (Meadows)),38.9359287,-74.9434519,06-14-2014,09:57 AM,eBird - Traveling Count,15,1,0.322,NA,1,,,Submitted from  BirdLog NA for Android v1.9.3
68,68,68,S21308524,Canada Goose,Branta canadensis,277,34,US-NJ,Cape May,Cape Island--CMP--Lily Lake,38.9391024,-74.9631287,01-11-2015,01:22 PM,eBird - Traveling Count,10,1,0.805,NA,4,,,Submitted from  BirdLog NA for Android v1.9.6
69,69,69,S19882217,Canada Goose,Branta canadensis,277,30,US-NJ,Cape May,Cape Island--CMPSP--Hawkwatch Platform,38.9328558,-74.9579416,09-20-2014,09:29 AM,eBird - Stationary Count,14,1,NA,NA,3,,,Submitted from  BirdLog NA for Android v1.9.6
70,70,70,S19814171,Canada Goose,Branta canadensis,277,1,US-NJ,Cape May,Cape Island--CMPSP--State Park Beach,38.9314387,-74.9535155,09-12-2014,05:42 PM,eBird - Traveling Count,82,1,1.609,NA,2,,,Submitted from  BirdLog NA for Android v1.9.6
71,71,71,S21308531,Canada Goose,Branta canadensis,277,225,US-NJ,Cape May,Villas--Lake Champlain,39.0059789,-74.9483871,01-11-2015,11:36 AM,eBird - Stationary Count,34,1,NA,NA,4,,"<iframe src=""https://www.flickr.com/photos/timschreckengost/16258049961/in/photostream/player/"" width=""640"" height=""390"" frameborder=""0""></iframe>",Submitted from  BirdLog NA for Android v1.9.6
72,72,72,S21302771,Canada Goose,Branta canadensis,277,8,US-NJ,Cape May,"Whitesboro-Burleigh, Garden State Parkway",39.03214,-74.85108,01-11-2015,11:03 AM,eBird - Casual Observation,0,1,NA,NA,4,,,Submitted from  BirdLog NA for Android v1.9.6
73,73,73,S22073021,Canada Goose,Branta canadensis,277,1,US-MD,Cecil,Elkton Marsh,39.5815885,-75.852356,02-25-2015,04:50 PM,eBird - Traveling Count,45,1,0.644,NA,2,,,
74,74,74,S17261995,Canada Goose,Branta canadensis,277,8,US-MD,Cecil,"Marina Park, Port Deposit",39.5997364,-76.1101377,03-02-2014,08:40 AM,eBird - Traveling Count,95,1,0.402,NA,2,,,"<br />Submitted from BirdLog NA for iOS, version 1.7.1"
75,75,75,S17612124,Canada Goose,Branta canadensis,277,6,US-MD,Cecil,"Marina Park, Port Deposit",39.5997364,-76.1101377,03-26-2014,06:43 PM,eBird - Traveling Count,18,1,0.322,NA,2,,,"<br />Submitted from BirdLog NA for iOS, version 1.7.1"
76,76,76,S17450289,Canada Goose,Branta canadensis,277,8,US-MD,Cecil,Port Deposit,39.6038366,-76.1158562,03-15-2014,11:00 AM,eBird - Traveling Count,120,1,0.805,NA,1,,,
77,77,77,S17564470,Canada Goose,Branta canadensis,277,30,US-MD,Cecil,Port Deposit,39.6038366,-76.1158562,03-23-2014,07:05 AM,eBird - Traveling Count,41,1,0.805,NA,3,,,"<br />Submitted from BirdLog NA for iOS, version 1.7.1"
78,78,78,S12345120,Canada Goose,Branta canadensis,277,X,US-TX,Chambers,Anahuac NWR (UTC 049),29.6148414,-94.5344353,12-21-2012,03:00 PM,eBird - Traveling Count,150,1,4.828,NA,1,,,
79,79,79,S14964864,Canada Goose,Branta canadensis,277,X,US-MO,Chariton,Swan Lake NWR,39.613988,-93.2222444,08-19-2013,11:00 AM,eBird - Casual Observation,0,1,NA,NA,2,,,"<br />Submitted from BirdLog NA for iOS, version 1.6.2"
80,80,80,S17960044,Canada Goose,Branta canadensis,277,40,US-PA,Chester,Somerset Lake,39.7850595,-75.7397461,04-19-2014,08:57 AM,eBird - Stationary Count,163,1,NA,NA,2,"C {0}--Courtship, Display or Copulation",Copulation.,Submitted from  BirdLog NA for Android v1.9.3
81,81,81,S22817044,Canada Goose,Branta canadensis,277,5,US-PA,Chester,horse farm,39.7346562,-75.7700765,04-12-2015,08:20 AM,eBird - Traveling Count,111,1,3.219,NA,5,,,Submitted from  BirdLog NA for Android v1.9.6
82,82,82,S13639614,Canada Goose,Branta canadensis,277,5,US-TX,Comal,"Bulverde, 11300-11348 Highway 46",29.78091,-98.31835,04-05-2013,01:11 PM,eBird - Stationary Count,15,1,NA,NA,1,,,Submitted from  BirdLog for Android v1.6
83,83,83,S23198223,Canada Goose,Branta canadensis,277,1,US-NJ,Cumberland,Heislerville WMA,39.2302586,-75.0034046,05-03-2015,11:28 AM,eBird - Traveling Count,39,1,0.483,NA,1,,,Submitted from  BirdLog NA for Android v1.9.6
84,84,84,S23198210,Canada Goose,Branta canadensis,277,1,US-NJ,Cumberland,Heislerville WMA,39.2302586,-75.0034046,05-03-2015,11:28 AM,eBird - Traveling Count,39,1,0.483,NA,1,,,Submitted from  BirdLog NA for Android v1.9.6
85,85,85,S12345086,Canada Goose,Branta canadensis,277,X,US-MS,Hancock,Hancock County Marshes Coastal Preserve,30.2058226,-89.4682789,12-19-2012,07:30 AM,eBird - Traveling Count,300,1,8.047,NA,5,,,With Mark Woodrey doing the CBC on a boat in the bay.
86,86,86,S17564469,Canada Goose,Branta canadensis,277,3,US-MD,Harford,Conowingo Dam (Harford Co.),39.654346,-76.17431,03-23-2014,08:04 AM,eBird - Traveling Count,28,1,1.207,NA,1,,,"<br />Submitted from BirdLog NA for iOS, version 1.7.1"
87,87,87,S17261994,Canada Goose,Branta canadensis,277,100,US-MD,Harford,Lapidum,39.5978226,-76.1277276,03-02-2014,08:40 AM,eBird - Casual Observation,0,1,NA,NA,2,,,Birds observed from Port Deposit.
88,88,88,S14924413,Canada Goose,Branta canadensis,277,X,US-MO,Holt,Squaw Creek NWR,40.068893,-95.23534,08-14-2013,08:00 AM,eBird - Traveling Count,90,1,8.047,NA,5,,,
89,89,89,S14941884,Canada Goose,Branta canadensis,277,X,US-MO,Holt,Squaw Creek NWR,40.068893,-95.23534,08-15-2013,04:04 PM,eBird - Casual Observation,0,1,NA,NA,2,,,"<br />Submitted from BirdLog NA for iOS, version 1.6.2"
90,90,90,S14941883,Canada Goose,Branta canadensis,277,X,US-MO,Holt,Squaw Creek NWR - Mallard Marsh,40.0980168,-95.2764506,08-16-2013,11:00 AM,eBird - Casual Observation,0,1,NA,NA,2,,,
91,91,91,S11951409,Canada Goose,Branta canadensis,277,X,US-NC,Hyde,Lake Mattamuskeet NWR--Wildlife Drive,35.468361,-76.1490664,11-03-2012,09:00 AM,eBird - Traveling Count,360,1,16.093,NA,4,,,
92,92,92,S12910996,Canada Goose,Branta canadensis,277,X,US-MS,Jackson,Red Creek WMA Larue/Dantzler,30.6438181,-88.8633287,02-09-2013,09:00 AM,eBird - Traveling Count,90,1,16.093,NA,4,,,
93,93,93,S12801520,Canada Goose,Branta canadensis,277,X,US-MS,Jackson,Seaman Rd Sewage Lagoons (restricted access),30.500325,-88.7982038,02-01-2013,12:30 PM,eBird - Traveling Count,180,1,3.219,NA,3,,,
94,94,94,S13421086,Canada Goose,Branta canadensis,277,X,US-MS,Jackson,Seaman Rd Sewage Lagoons (restricted access),30.500325,-88.7982038,03-16-2013,05:30 PM,eBird - Traveling Count,105,1,8.047,NA,4,,,"with Glen Davis, Jared Feura, and Eamon Harrity"
95,95,95,S15694154,Canada Goose,Branta canadensis,277,X,US-DE,Kent,Bombay Hook National Wildlife Refuge,39.2670818,-75.4695511,11-17-2013,10:52 AM,eBird - Traveling Count,264,1,6.437,NA,1,,,Submitted from  BirdLog NA for Android v1.9.3
96,96,96,S16086918,Canada Goose,Branta canadensis,277,X,US-DE,Kent,Bombay Hook National Wildlife Refuge,39.2670818,-75.4695511,12-15-2013,07:00 AM,eBird - Exhaustive Area Count,300,1,NA,55,1,,,personal CBC list
97,97,97,S19088991,Canada Goose,Branta canadensis,277,15,US-DE,Kent,Bombay Hook National Wildlife Refuge,39.2670818,-75.4695511,07-13-2014,01:38 PM,eBird - Traveling Count,100,1,3.219,NA,1,,,Submitted from  BirdLog NA for Android v1.9.3
98,98,98,S20904365,Canada Goose,Branta canadensis,277,1220,US-DE,Kent,Bombay Hook National Wildlife Refuge,39.2670818,-75.4695511,12-14-2014,07:00 AM,eBird - Traveling Count,295,1,7.242,NA,7,,Not including 2000+ flyovers,Bombay Hook CBC- Raymond
99,99,99,S22947429,Canada Goose,Branta canadensis,277,1,US-DE,Kent,Bombay Hook National Wildlife Refuge,39.2670818,-75.4695511,04-19-2015,01:00 PM,eBird - Traveling Count,151,1,4.828,NA,1,,,Submitted from  BirdLog NA for Android v1.9.6
100,100,100,S21538682,Canada Goose,Branta canadensis,277,2,US-DE,Kent,"Dover, 951-1097 Port Mahon",39.18087,-75.40404,01-25-2015,04:47 PM,eBird - Traveling Count,45,1,2.414,NA,2,,,Submitted from  BirdLog NA for Android v1.9.6
101,101,101,S15696046,Canada Goose,Branta canadensis,277,X,US-DE,Kent,Kent,39.09867,-75.53593,11-17-2013,04:00 PM,eBird - Traveling Count,30,1,9.656,NA,1,,,
102,102,102,S18505481,Canada Goose,Branta canadensis,277,X,US-DE,Kent,"Smyrna, 1001-1015 Raymond Neck Road",39.26692,-75.50703,05-22-2014,08:07 AM,eBird - Stationary Count,6,1,NA,NA,1,,,Submitted from  BirdLog NA for Android v1.9.3
103,103,103,S18505731,Canada Goose,Branta canadensis,277,X,US-DE,Kent,"Smyrna, 1017-1099 Raymond Neck Road",39.26708,-75.50436,05-22-2014,08:20 AM,eBird - Stationary Count,9,1,NA,NA,1,,,Submitted from  BirdLog NA for Android v1.9.3
104,104,104,S18593966,Canada Goose,Branta canadensis,277,1,US-DE,Kent,"Smyrna, 5500-5598 Delaware 9",39.34505,-75.54408,05-28-2014,06:38 AM,eBird - Stationary Count,16,1,NA,NA,1,,,Submitted from  BirdLog NA for Android v1.9.3
105,105,105,S18593897,Canada Goose,Branta canadensis,277,5,US-DE,Kent,"Smyrna, 6180 Hay Point Landing Road",39.34543,-75.53893,05-28-2014,06:13 AM,eBird - Stationary Count,15,1,NA,NA,1,,,Submitted from  BirdLog NA for Android v1.9.3
