"id","species","scientific","group","groupcode","raritycode","pelagic","shorebird","passerine","waterfowl","perennial","vagrant","unfall","migrant","breeder","winter","tranmigrant","resmigrant","1.1","1.2","1.3","1.4","2.1","2.2","2.3","2.4","3.1","3.2","3.3","3.4","4.1","4.2","4.3","4.4","5.1","5.2","5.3","5.4","6.1","6.2","6.3","6.4","7.1","7.2","7.3","7.4","8.1","8.2","8.3","8.4","9.1","9.2","9.3","9.4","10.1","10.2","10.3","10.4","11.1","11.2","11.3","11.4","12.1","12.2","12.3","12.4"
1,"Acadian Flycatcher","Empidonax virescens","Tyrants",52,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0134031413612565,0.0613450180986855,0.085929648241206,0.107338195077484,0.106251431188459,0.119428571428571,0.125882352941177,0.102532427424336,0.0694444444444444,0.0532511210762332,0.0696987595983461,0.053981827899519,0.0312954876273654,0.0191451469278718,0.0184486373165618,0.0206727400140154,0.0194327731092437,0.0201298701298701,0.0145781637717122,0.00859513930053349,0.00101497081958894,0.000407310704960836,0,0,0,0,0,0,0,0,0,0,0
2,"Alder Flycatcher","Empidonax alnorum","Tyrants",52,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000837520938023451,0.000575888787602552,0.00228990153423403,0.00457142857142857,0.000588235294117647,0.000617665225447807,0,0,0,0,0,0,0.00251572327044025,0.00490539593552908,0.00735294117647059,0.012987012987013,0.00992555831265509,0.0109662122110255,0.00431362598325298,0.000326370757180157,0,0,0,0,0.000369850746268657,0.00107681263460158,0,0,0,0,0
3,"American Avocet","Recurvirostra americana","Stilts/Avocets",31,1,0,1,0,0,0,0,0,1,1,0,0,0,0.00279642058165548,0.00177462289263532,0.000755096904102693,0.00107671601615074,0,0.0016463615409944,0.00290810391624661,0.00216785382471353,0.00254695956701687,0.00926813678491531,0.00892343120322395,0.012972234865726,0.0197311981698599,0.0170588235294118,0.0151926207270754,0.0117277486910995,0.0108592112783387,0.0108877721943049,0.0104831358249772,0.0148843599725212,0.0125714285714286,0.00588235294117647,0.0080296479308215,0.0117157118055556,0.0106502242152466,0.0336680448907265,0.0555852485301978,0.0669577874818049,0.0516473731077471,0.0679245283018868,0.0641205325858444,0.038077731092437,0.0269480519480519,0.0220223325062035,0.020154119739182,0.0200456736868815,0.0182767624020888,0.0105035526722274,0.0194104960460101,0.0156634593868874,0.0189328743545611,0.0238165671641791,0.0229720028715004,0.0197707736389685,0.0183307332293292,0.00911161731207289,0.0041407867494824,0.00275040110016044
4,"American Bittern","Botaurus lentiginosus","Herons/Egrets",19,1,0,0,0,0,0,0,0,1,0,0,1,0,0.00410141685309471,0.00266193433895297,0.00528567832871885,0.0053835800807537,0.0183634020618557,0.00427988146196905,0.00174486234974796,0.00278724063177454,0.0035020694046482,0.00798977309044423,0.00489349453080023,0.00386891215293582,0.00486130969402345,0.00352941176470588,0.00271296798697775,0.00230366492146597,0.00285768717851019,0.00284757118927973,0.00227894257064722,0.000457980306846806,0.00114285714285714,0,0.00123533045089561,0.000838975694444444,0.00112107623318386,0.00118133490844654,0.00267236771779797,0.00254730713245997,0.00356188780053428,0.00167714884696017,0.00192659425367905,0.00288865546218487,0.0057538961038961,0.00992555831265509,0.011262596324837,0.0121796498350672,0.0192558746736292,0.018844609206055,0.0143781452192667,0.0259565898411278,0.0180722891566265,0.0164179104477612,0.0168700646087581,0.0120343839541547,0.00741029641185647,0.00797266514806378,0.00869565217391304,0.00550080220032088
5,"American Black Duck","Anas rubripes","Ducks",1,1,0,0,0,1,1,0,0,0,1,1,0,1,0.205443698732289,0.205264714581485,0.219481500125849,0.19650067294751,0.204574742268041,0.178794863351992,0.154517254749903,0.205636419944255,0.204393505253104,0.184084372003835,0.187104202648244,0.159990896677287,0.155275950814984,0.117058823529412,0.102007596310364,0.0887958115183246,0.0819203657839589,0.0777219430485762,0.0881950774840474,0.0826654453858484,0.0514285714285714,0.0564705882352941,0.0438542310067943,0.0564236111111111,0.038677130044843,0.0702894270525694,0.0534473543559594,0.0713245997088792,0.0672306322350846,0.0888888888888889,0.0851436580238262,0.0732668067226891,0.0626623376623377,0.0759925558312655,0.0871369294605809,0.109870591220502,0.132506527415144,0.147667593450726,0.155643421998562,0.194898187513985,0.201376936316695,0.208059701492537,0.226848528356066,0.229512893982808,0.209438377535101,0.236902050113895,0.202898550724638,0.180838872335549
6,"American Coot","Fulica americana","Rails",24,1,0,0,0,0,0,0,0,1,0,1,0,0,0.0766219239373602,0.0680272108843537,0.0669519254971055,0.0605652759084791,0.0628221649484536,0.0451103062232466,0.0606824350523459,0.0641065345308145,0.0913721744667303,0.0850111856823266,0.090097869890616,0.0896677287209832,0.0849299399485273,0.0791176470588235,0.0567010309278351,0.0414659685863874,0.0240045722994856,0.0164154103852596,0.0129899726526892,0.00526677352873826,0.00170342857142857,0,0.000617665225447807,0.000434027777777778,0.00168161434977578,0.00236266981689309,0.00106894708711919,0.00218340611353712,0.000384016028495102,0.000838574423480084,0.000700770847932726,0.00131302521008403,0.00162337662337662,0.000625155086848635,0.0014819205690575,0.00355239786856128,0.0257832898172324,0.0707445165276491,0.0959741193386053,0.138957261132244,0.13855421686747,0.113731343283582,0.123115577889447,0.109169054441261,0.104914196567863,0.0996583143507973,0.0799171842650103,0.0728856291542517
7,"American Crow","Corvus brachyrhynchos","Corvids",56,1,0,0,1,0,1,0,0,0,1,1,0,0,0.253728560775541,0.213842058562555,0.208658444500378,0.238492597577389,0.245167525773196,0.230819888047415,0.250872431174874,0.236296066893775,0.27316141356256,0.297539149888143,0.280944156591825,0.285844333181611,0.312553617386331,0.309705882352941,0.298697775366251,0.292356020942408,0.278338731186893,0.261641541038526,0.275524156791249,0.257155942294481,0.324,0.295294117647059,0.31562693020383,0.303819444444444,0.289237668161435,0.29060838747785,0.269374665954035,0.258369723435226,0.251113089937667,0.265408805031447,0.282761037140855,0.321691176470588,0.346103896103896,0.355769230769231,0.382631890930646,0.373763004313626,0.390339425587467,0.395736793327155,0.371315600287563,0.374132915641083,0.359724612736661,0.31044776119403,0.30437903804738,0.295702005730659,0.285101404056162,0.295558086560364,0.314285714285714,0.279165711666285
8,"American Golden-Plover","Pluvialis dominica","Plovers/Lapwings",29,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000879677605066206,0,0.00057191878753217,0.00794117647058823,0.00298657080846446,0.00418848167539267,0.00342922461421223,0.00251256281407035,0.00364630811303555,0.00371044195099611,0,0,0,0,0,0,0,0.000363901018922853,0,0.000816771488469602,0.00875963559915907,0.0296743697478992,0.0396103896103896,0.0369106699751861,0.016597510373444,0.0124333925399645,0.0172976501305483,0.00586963237565647,0.00682961897915169,0.00313269187737749,0.00387263339070568,0.00477611940298507,0.000358937544867193,0.000286532951289398,0.000390015600624025,0,0,0
9,"American Goldfinch","Spinus tristis","Finches",89,1,0,0,1,0,1,0,0,0,1,1,0,0,0.172259507829978,0.131322094055013,0.118046816008054,0.159623149394347,0.138530927835052,0.152123806387883,0.187281892206281,0.10405698358625,0.126711238459089,0.102588686481304,0.107081174438687,0.124260355029586,0.16728624535316,0.233235294117647,0.269940314704286,0.316230366492147,0.316631739378929,0.258458961474037,0.269826800364631,0.240439661094573,0.312,0.294705882352941,0.290920321185917,0.292100694444444,0.313340807174888,0.35380980507974,0.375200427578835,0.383187772925764,0.384238646482636,0.374423480083857,0.387526278906797,0.371323529411765,0.346428571428571,0.300248138957816,0.270895080023711,0.25780258817559,0.264360313315927,0.268458449181341,0.254133716750539,0.283956142313717,0.351549053356282,0.294328358208955,0.299712849964106,0.273638968481375,0.222308892355694,0.244305239179954,0.240165631469979,0.176713270685308
10,"American Kestrel","Falco sparverius","Falcons",50,1,0,0,0,0,0,0,0,1,1,1,0,0,0.0441834451901566,0.0425909494232476,0.0526050843191543,0.0492597577388964,0.0457474226804124,0.0405004939084623,0.0283055447848003,0.0399504490554351,0.0366125437758676,0.0341962288271013,0.0474956822107081,0.0598543468365954,0.0923648841864455,0.0782352941176471,0.064026044492675,0.052565445026178,0.0182891979424652,0.0134003350083752,0.00660893345487694,0.00755667506297229,0.00971428571428571,0.0147058823529412,0.0135886349598518,0.00911458333333333,0.00896860986547085,0.0135853514471353,0.0154997327632282,0.0163755458515284,0.0209260908281389,0.0259958071278826,0.0220742817098809,0.0378151260504202,0.130844155844156,0.170595533498759,0.172791938352104,0.22202486678508,0.241187989556136,0.202965708989805,0.192307692307692,0.171402998433654,0.129948364888124,0.0686567164179104,0.0595836324479541,0.0521489971346705,0.0483619344773791,0.0455580865603645,0.0467908902691511,0.0593628237451295
