Submission.ID,Common.Name,Scientific.Name,Taxonomic.Order,Count,State.Province,County,Location,Latitude,Longitude,Date,Time,Protocol,Duration..Min.,All.Obs.Reported,Distance.Traveled..km.,Area.Covered..ha.,Number.of.Observers,Breeding.Code,Species.Comments,Checklist.Comments
S13707154,Black-bellied Whistling-Duck,Dendrocygna autumnalis,215,X,US-TX,Aransas,Goose Island SP (CTC 048),28.13255,-96.98505,4/10/2013,4:38 PM,eBird - Traveling Count,150,1,2.414,NA,1,NA,NA,Submitted from  BirdLog for Android v1.6
S15605514,Black-bellied Whistling-Duck,Dendrocygna autumnalis,215,1,US-TX,Cameron,Brownsville--Oliveira Park,25.9374284,-97.52159,11/7/2013,6:00 PM,eBird - Traveling Count,45,1,0.805,NA,3,NA,NA,NA
S14066733,Black-bellied Whistling-Duck,Dendrocygna autumnalis,215,X,US-TX,Cameron,Camino/Harvey,26.1431299,-97.6298761,5/10/2013,6:30 PM,eBird - Stationary Count,60,1,NA,NA,2,NA,NA,NA
S14066509,Black-bellied Whistling-Duck,Dendrocygna autumnalis,215,1,US-TX,Cameron,South Padre Is.--Birding and Nature Center,26.1374859,-97.1735573,5/10/2013,9:30 AM,eBird - Traveling Count,90,1,1.609,NA,1,NA,NA,"<br />Submitted from BirdLog NA for iOS, version 1.5.3"
S13573271,Black-bellied Whistling-Duck,Dendrocygna autumnalis,215,X,US-TX,Chambers,Anahuac NWR (UTC 049),29.6148414,-94.5344353,3/30/2013,1:29 PM,eBird - Traveling Count,162,1,8.047,NA,1,NA,NA,Submitted from  BirdLog for Android v1.6
S13741101,Black-bellied Whistling-Duck,Dendrocygna autumnalis,215,X,US-TX,Colorado,Attwater Prairie Chicken NWR (CTC 004),29.66076,-96.28487,4/14/2013,7:45 AM,eBird - Traveling Count,154,1,9.656,NA,1,NA,NA,Submitted from  BirdLog for Android v1.6
S13741067,Black-bellied Whistling-Duck,Dendrocygna autumnalis,215,X,US-TX,Colorado,Attwater Prairie Chicken NWR (CTC 004),29.66076,-96.28487,4/14/2013,7:45 AM,eBird - Traveling Count,150,1,9.656,NA,1,NA,NA,Submitted from  BirdLog for Android v1.6
S13639614,Black-bellied Whistling-Duck,Dendrocygna autumnalis,215,25,US-TX,Comal,"Bulverde, 11300-11348 Highway 46",29.78091,-98.31835,4/5/2013,1:11 PM,eBird - Stationary Count,15,1,NA,NA,1,NA,NA,Submitted from  BirdLog for Android v1.6
S13729111,Black-bellied Whistling-Duck,Dendrocygna autumnalis,215,X,US-TX,Galveston,Bolivar--Horseshoe Marsh / Callery Trail,29.393289,-94.7382402,4/13/2013,11:00 AM,eBird - Traveling Count,60,1,0.805,NA,1,NA,NA,Submitted from  BirdLog for Android v1.6
S13735535,Black-bellied Whistling-Duck,Dendrocygna autumnalis,215,X,US-TX,Galveston,Galveston- Lafitte's Cove (UTC 068),29.21787,-94.9343,4/13/2013,1:20 PM,eBird - Traveling Count,350,1,3.219,NA,1,NA,NA,Submitted from  BirdLog for Android v1.6
S14080819,Black-bellied Whistling-Duck,Dendrocygna autumnalis,215,X,US-TX,Hidalgo,Bentsen-Rio Grande Val. SP WBC (Mission) (LTC 069),26.1720181,-98.3829036,5/11/2013,12:15 PM,eBird - Traveling Count,120,1,6.437,NA,2,NA,NA,NA
S12187876,Black-bellied Whistling-Duck,Dendrocygna autumnalis,215,7,US-TX,Hidalgo,Santa Ana NWR (LTC 059),26.0724245,-98.1499547,11/29/2012,9:00 AM,eBird - Traveling Count,210,1,4.023,NA,1,NA,NA,NA
S15625481,Black-bellied Whistling-Duck,Dendrocygna autumnalis,215,X,US-TX,Hidalgo,Santa Ana NWR--Pintail Lakes Trail,26.0787993,-98.1330503,11/9/2013,10:00 AM,eBird - Traveling Count,120,1,4.828,NA,3,NA,NA,NA
S13570846,Black-bellied Whistling-Duck,Dendrocygna autumnalis,215,X,US-MS,Jackson,"Pascagoula, 3000-3432 Beach Boulevard",30.34289,-88.52992,3/28/2013,9:59 PM,eBird - Casual Observation,0,1,NA,NA,1,NA,NA,Submitted from  BirdLog for Android v1.6
S14019048,Black-bellied Whistling-Duck,Dendrocygna autumnalis,215,X,US-TX,Kendall,Cibolo Nature Ctr. (HOTE 078),29.78129,-98.70963,5/6/2013,3:53 PM,eBird - Traveling Count,235,1,2.414,NA,1,NA,NA,Submitted from  BirdLog NA for Android v1.7
S21196669,Black-bellied Whistling-Duck,Dendrocygna autumnalis,215,40,US-TX,Nueces,Port Aransas- Leonabelle Turnbull Birding Ctr. (CTC 057),27.8270173,-97.0782208,1/4/2015,3:00 PM,eBird - Traveling Count,40,1,1.609,NA,2,NA,NA,NA
S13497473,Black-bellied Whistling-Duck,Dendrocygna autumnalis,215,70,US-LA,Orleans,Audubon Park,29.9272668,-90.1280594,3/23/2013,2:41 PM,eBird - Traveling Count,61,1,1.609,NA,1,NA,NA," <br />Submitted from BirdLog NA for iOS, version 1.5.2"
S13021238,Black-bellied Whistling-Duck,Dendrocygna autumnalis,215,X,US-LA,Orleans,"Audubon, Golf Club Drive",29.92695,-90.12754,2/17/2013,2:03 PM,eBird - Traveling Count,47,1,1.609,NA,1,NA,NA, Submitted from  BirdLog for Android v1.6
S22517837,Black-bellied Whistling-Duck,Dendrocygna autumnalis,215,1,US-FL,Palm Beach,Stormwater Treatment Area 2,26.4366081,-80.6126118,3/25/2015,12:49 PM,eBird - Traveling Count,327,1,19.312,NA,1,NA,NA,Submitted from  BirdLog NA for Android v1.9.6
S13497474,Black-bellied Whistling-Duck,Dendrocygna autumnalis,215,3,US-LA,Plaquemines,Caernarvon Diversion Canal,29.8582786,-89.9109936,3/23/2013,5:04 PM,eBird - Traveling Count,136,1,3.219,NA,1,NA,NA,"<br />Submitted from BirdLog NA for iOS, version 1.5.2"
S11786281,Black-bellied Whistling-Duck,Dendrocygna autumnalis,215,X,US-TX,Travis,Travis,30.32913,-97.77289,3/1/2009,NA,eBird - Casual Observation,0,0,NA,NA,1,NA,NA,Austin
S14080926,Black-bellied Whistling-Duck,Dendrocygna autumnalis,215,X,US-TX,NA,Texas,31.16954,-100.07837,5/11/2013,5:00 PM,eBird - Traveling Count,240,0,402.336,NA,2,NA,NA,NA
S13573271,Fulvous Whistling-Duck,Dendrocygna bicolor,217,X,US-TX,Chambers,Anahuac NWR (UTC 049),29.6148414,-94.5344353,3/30/2013,1:29 PM,eBird - Traveling Count,162,1,8.047,NA,1,NA,NA,Submitted from  BirdLog for Android v1.6
S13717794,Fulvous Whistling-Duck,Dendrocygna bicolor,217,X,US-TX,Chambers,Anahuac NWR--Skillern Tract (E.Bay)(UTC 050),29.6643945,-94.4222546,4/12/2013,9:30 AM,eBird - Traveling Count,41,1,3.219,NA,1,NA,NA,Submitted from  BirdLog for Android v1.6
S15625482,Fulvous Whistling-Duck,Dendrocygna bicolor,217,X,US-TX,Hidalgo,Estero Llano Grande SP WBC (LTC 054),26.1260304,-97.9559173,11/9/2013,12:30 PM,eBird - Traveling Count,120,1,4.828,NA,3,NA,NA,NA
S22517837,Fulvous Whistling-Duck,Dendrocygna bicolor,217,1,US-FL,Palm Beach,Stormwater Treatment Area 2,26.4366081,-80.6126118,3/25/2015,12:49 PM,eBird - Traveling Count,327,1,19.312,NA,1,NA,NA,Submitted from  BirdLog NA for Android v1.9.6
S12345120,Greater White-fronted Goose,Anser albifrons,237,X,US-TX,Chambers,Anahuac NWR (UTC 049),29.6148414,-94.5344353,12/21/2012,3:00 PM,eBird - Traveling Count,150,1,4.828,NA,1,NA,NA,NA
S21196037,Greater White-fronted Goose,Anser albifrons,237,250,US-TX,McMullen,Choke Canyon SP- Calliham Unit (McMullen Co.)(CTC 082),28.4717282,-98.3394384,1/3/2015,2:00 PM,eBird - Traveling Count,150,1,4.828,NA,2,NA,NA,NA
S14369653,Greater White-fronted Goose,Anser albifrons,237,1,US-CA,San Diego,Lindo Lake,32.8583295,-116.9170833,6/8/2013,12:27 PM,eBird - Casual Observation,0,0,NA,NA,1,NA,Mixed in with the domestics,Submitted from  BirdLog NA for Android v1.7
S21239175,Snow Goose,Chen caerulescens,254,X,US-TX,Brazoria,Brazoria NWR,29.0599151,-95.2534527,1/6/2015,7:40 AM,eBird - Traveling Count,260,1,8.047,NA,7,NA,NA,Bird banding followed by drive around auto tour loop.
S21243536,Snow Goose,Chen caerulescens,254,130,US-TX,Brazoria,Brazoria NWR (UTC 108),29.0570039,-95.2293356,1/6/2015,1:00 PM,eBird - Traveling Count,120,0,16.093,NA,2,NA,NA,NA
S12345120,Snow Goose,Chen caerulescens,254,X,US-TX,Chambers,Anahuac NWR (UTC 049),29.6148414,-94.5344353,12/21/2012,3:00 PM,eBird - Traveling Count,150,1,4.828,NA,1,NA,NA,NA
S18429151,Snow Goose,Chen caerulescens,254,1,US-TX,Comal,"Spring Branch, 7991 Fawn Creek Drive",29.94709,-98.38597,5/17/2014,8:30 AM,eBird - Stationary Count,114,1,NA,NA,1,NA,"fly over. White goose, black underneath wings. Alone",Submitted from  BirdLog NA for Android v1.9.3
S21243612,Snow Goose,Chen caerulescens,254,X,US-TX,Galveston,Bolivar Flats Shorebird Sanctuary (UTC 058),29.3711371,-94.7287083,1/7/2015,9:20 AM,eBird - Traveling Count,60,0,3.219,NA,2,NA,NA,NA
S12344827,Snow Goose,Chen caerulescens,254,X,US-MS,Jackson,Seaman Rd Sewage Lagoons (restricted access),30.500325,-88.7982038,12/5/2012,4:00 AM,eBird - Traveling Count,120,1,2.414,NA,4,NA,NA,NA
S12801520,Snow Goose,Chen caerulescens,254,X,US-MS,Jackson,Seaman Rd Sewage Lagoons (restricted access),30.500325,-88.7982038,2/1/2013,12:30 PM,eBird - Traveling Count,180,1,3.219,NA,3,NA,NA,NA
S15694154,Snow Goose,Chen caerulescens,254,X,US-DE,Kent,Bombay Hook National Wildlife Refuge,39.2670818,-75.4695511,11/17/2013,10:52 AM,eBird - Traveling Count,264,1,6.437,NA,1,NA,NA,Submitted from  BirdLog NA for Android v1.9.3
S16086918,Snow Goose,Chen caerulescens,254,X,US-DE,Kent,Bombay Hook National Wildlife Refuge,39.2670818,-75.4695511,12/15/2013,7:00 AM,eBird - Exhaustive Area Count,300,1,NA,55,1,NA,NA,personal CBC list
S20904365,Snow Goose,Chen caerulescens,254,1270,US-DE,Kent,Bombay Hook National Wildlife Refuge,39.2670818,-75.4695511,12/14/2014,7:00 AM,eBird - Traveling Count,295,1,7.242,NA,7,NA,"Not including 50,000+ flyovers",Bombay Hook CBC- Raymond
S20961170,Snow Goose,Chen caerulescens,254,3,US-NJ,Middlesex,Wyckoff Mills Applegarth Rd,40.2809621,-74.475916,12/19/2014,3:30 PM,eBird - Stationary Count,60,1,NA,NA,2,NA,estimation,NA
S21308620,Snow Goose,Chen caerulescens,254,3,US-NJ,Monmouth,Bailey's Corner Rd.--Field,40.1451089,-74.0701836,1/11/2015,4:47 AM,eBird - Stationary Count,28,1,NA,NA,4,NA,NA,NA
S21726576,Snow Goose,Chen caerulescens,254,300,US-DE,New Castle,Cedar Swamp Wildlife Area,39.3894043,-75.5462666,2/8/2015,8:00 AM,eBird - Traveling Count,210,1,4.828,NA,2,NA,NA,Submitted from  BirdLog NA for Android v1.9.6
S17162405,Snow Goose,Chen caerulescens,254,300,US-DE,New Castle,Fleming Landing Road,39.3960087,-75.5819263,2/23/2014,10:00 AM,eBird - Stationary Count,30,1,NA,NA,1,NA,NA,NA
S11991744,Snow Goose,Chen caerulescens,254,5,US-MO,Stoddard,Otter Slough CA,36.723295,-90.1081736,10/7/2012,9:30 AM,eBird - Traveling Count,270,1,16.093,NA,2,NA,NA,NA
S21544493,Snow Goose,Chen caerulescens,254,2000,US-DE,Sussex,"Lewes, 501-699 Gills Neck Road",38.75542,-75.14709,1/25/2015,4:00 PM,eBird - Stationary Count,1,1,NA,NA,2,NA,NA,Submitted from  BirdLog NA for Android v1.9.6
S16524837,Snow Goose,Chen caerulescens,254,5,US-DE,Sussex,Prime Hook NWR--Fowler Beach Rd.,38.879079,-75.272948,1/26/2014,1:40 PM,eBird - Traveling Count,67,1,2.414,NA,4,NA,NA,frozen except for channel
S11786262,Snow Goose,Chen caerulescens,254,X,US-MO,NA,Missouri,38.29967,-92.43608,9/15/2012,NA,eBird - Casual Observation,0,0,NA,NA,1,NA,NA,Missouri
S14016017,Ross's Goose,Chen rossii,259,X,US-TX,Kendall,Boerne- River Road Park,29.7889618,-98.7259769,5/6/2013,3:45 PM,eBird - Casual Observation,0,0,NA,NA,1,NA,NA,Submitted from  BirdLog NA for Android v1.7
S21544493,Ross's Goose,Chen rossii,259,1,US-DE,Sussex,"Lewes, 501-699 Gills Neck Road",38.75542,-75.14709,1/25/2015,4:00 PM,eBird - Stationary Count,1,1,NA,NA,2,NA,"<a href=""https://www.flickr.com/photos/androecy/16343036386"" title=""Ross's Goose by androecy, on Flickr""><img src=""https://farm8.staticflickr.com/7402/16343036386_71cd9ed3ea_s.jpg"" alt=""Ross's Goose"" /></a>",Submitted from  BirdLog NA for Android v1.9.6
S11786281,Ross's Goose,Chen rossii,259,X,US-TX,Travis,Travis,30.32913,-97.77289,3/1/2009,NA,eBird - Casual Observation,0,0,NA,NA,1,NA,NA,Austin
S23180746,Brant,Branta bernicla,261,1,US-NJ,Atlantic,Edwin B. Forsythe NWR (Brigantine Unit),39.465,-74.4477778,5/2/2015,10:45 AM,eBird - Traveling Count,259,1,19.312,NA,1,NA,NA,Submitted from  BirdLog NA for Android v1.9.6
S14834168,Brant,Branta bernicla,261,1,US-CA,Los Angeles,Malibu Lagoon,34.0333857,-118.6822987,8/1/2013,3:40 PM,eBird - Casual Observation,0,1,NA,NA,1,NA,NA,Submitted from  BirdLog NA for Android v1.9.1
S14894922,Brant,Branta bernicla,261,5,US-CA,Monterey,Andrew Molera SP--Big Sur River mouth,36.2819875,-121.8595805,8/3/2013,10:00 AM,eBird - Traveling Count,60,1,3.219,NA,1,NA,NA,NA
S11867461,Brant,Branta bernicla,261,X,US-NY,Nassau,Jones Beach SP,40.5945237,-73.5104002,10/23/2012,5:00 PM,eBird - Traveling Count,90,1,3.219,NA,2,NA,NA,NA
S11867488,Brant,Branta bernicla,261,X,US-NY,Nassau,Jones Beach SP,40.5945237,-73.5104002,10/24/2012,9:00 AM,eBird - Traveling Count,120,1,1.609,NA,2,NA,NA,NA
S11852489,Brant,Branta bernicla,261,25,US-CT,New Haven,Lighthouse Point Park,41.24858,-72.90293,10/22/2012,2:00 PM,eBird - Traveling Count,60,1,0.805,NA,2,NA,NA,NA
S16524629,Brant,Branta bernicla hrota,264,100,US-DE,Sussex,Indian River Inlet,38.6082524,-75.0613403,1/26/2014,7:45 AM,eBird - Traveling Count,150,1,0.805,NA,4,NA,flying up channel into bay early morning,"sea watch from north jetty base and up the channel - calm, clear, 20's"
S21308531,Cackling Goose,Branta hutchinsii,271,1,US-NJ,Cape May,Villas--Lake Champlain,39.0059789,-74.9483871,1/11/2015,11:36 AM,eBird - Stationary Count,34,1,NA,NA,4,NA,"*continuing, photos.    <iframe src=""https://www.flickr.com/photos/timschreckengost/16259872045/in/photostream/player/"" width=""640"" height=""400"" frameborder=""0""></iframe>    <iframe src=""https://www.flickr.com/photos/timschreckengost/16074022647/in/photostream/player/"" width=""640"" height=""400"" frameborder=""0""></iframe>",Submitted from  BirdLog NA for Android v1.9.6
S14831711,Cackling Goose,Branta hutchinsii,271,X,US-CA,Los Angeles,Sepulveda Basin Wildlife Reserve,34.17672,-118.47373,8/1/2013,8:45 AM,eBird - Traveling Count,219,1,2.414,NA,1,NA,NA,Submitted from  BirdLog NA for Android v1.9.1
S20961170,Cackling Goose,Branta hutchinsii,271,1,US-NJ,Middlesex,Wyckoff Mills Applegarth Rd,40.2809621,-74.475916,12/19/2014,3:30 PM,eBird - Stationary Count,60,1,NA,NA,2,NA,"Within a large flock of Canada Geese. Possibly more heard in flight. Short neck, stubby bill, smaller than surrounding canadas.",NA
S19326697,Canada Goose,Branta canadensis,277,10,US-NJ,Atlantic,Edwin B. Forsythe NWR,39.4551493,-74.4200134,8/2/2014,6:56 PM,eBird - Traveling Count,100,1,12.874,NA,3,NA,NA,Submitted from  BirdLog NA for Android v1.9.3
S19301603,Canada Goose,Branta canadensis,277,40,US-NJ,Atlantic,Edwin B. Forsythe NWR (Brigantine Unit),39.465,-74.4477778,8/1/2014,6:17 PM,eBird - Traveling Count,110,1,12.874,NA,4,NA,NA,Submitted from  BirdLog NA for Android v1.9.3
S23180746,Canada Goose,Branta canadensis,277,1,US-NJ,Atlantic,Edwin B. Forsythe NWR (Brigantine Unit),39.465,-74.4477778,5/2/2015,10:45 AM,eBird - Traveling Count,259,1,19.312,NA,1,NA,NA,Submitted from  BirdLog NA for Android v1.9.6
S18820486,Canada Goose,Branta canadensis,277,10,US-NJ,Atlantic,Edwin B. Forsythe NWR--Wildlife Drive,39.464298,-74.417612,6/14/2014,4:10 PM,eBird - Stationary Count,23,1,NA,NA,1,NA,NA,"<br />Submitted from BirdLog NA for iOS, version 1.7.3"
S21717431,Canada Goose,Branta canadensis,277,50,US-MD,Baltimore,Loch Raven Reservoir--Secondary Dam,39.425851,-76.5414906,2/7/2015,3:22 PM,eBird - Stationary Count,60,1,NA,NA,2,NA,NA,Submitted from  BirdLog NA for Android v1.9.6
S15417933,Canada Goose,Branta canadensis,277,X,US-MO,Bollinger,Duck Creek CA (Bollinger Co.),37.0425722,-90.0908194,10/14/2013,7:00 PM,eBird - Casual Observation,0,1,NA,NA,4,NA,NA,NA
S18786069,Canada Goose,Branta canadensis,277,11,US-NJ,Cape May,Cape Island--CMMBR (Cape May Migratory Bird Refuge (Meadows)),38.9359287,-74.9434519,6/14/2014,9:57 AM,eBird - Traveling Count,15,1,0.322,NA,1,NA,NA,Submitted from  BirdLog NA for Android v1.9.3
S21308524,Canada Goose,Branta canadensis,277,34,US-NJ,Cape May,Cape Island--CMP--Lily Lake,38.9391024,-74.9631287,1/11/2015,1:22 PM,eBird - Traveling Count,10,1,0.805,NA,4,NA,NA,Submitted from  BirdLog NA for Android v1.9.6
S19882217,Canada Goose,Branta canadensis,277,30,US-NJ,Cape May,Cape Island--CMPSP--Hawkwatch Platform,38.9328558,-74.9579416,9/20/2014,9:29 AM,eBird - Stationary Count,14,1,NA,NA,3,NA,NA,Submitted from  BirdLog NA for Android v1.9.6
S19814171,Canada Goose,Branta canadensis,277,1,US-NJ,Cape May,Cape Island--CMPSP--State Park Beach,38.9314387,-74.9535155,9/12/2014,5:42 PM,eBird - Traveling Count,82,1,1.609,NA,2,NA,NA,Submitted from  BirdLog NA for Android v1.9.6
S21308531,Canada Goose,Branta canadensis,277,225,US-NJ,Cape May,Villas--Lake Champlain,39.0059789,-74.9483871,1/11/2015,11:36 AM,eBird - Stationary Count,34,1,NA,NA,4,NA,"<iframe src=""https://www.flickr.com/photos/timschreckengost/16258049961/in/photostream/player/"" width=""640"" height=""390"" frameborder=""0""></iframe>",Submitted from  BirdLog NA for Android v1.9.6
S21302771,Canada Goose,Branta canadensis,277,8,US-NJ,Cape May,"Whitesboro-Burleigh, Garden State Parkway",39.03214,-74.85108,1/11/2015,11:03 AM,eBird - Casual Observation,0,1,NA,NA,4,NA,NA,Submitted from  BirdLog NA for Android v1.9.6
S22073021,Canada Goose,Branta canadensis,277,1,US-MD,Cecil,Elkton Marsh,39.5815885,-75.852356,2/25/2015,4:50 PM,eBird - Traveling Count,45,1,0.644,NA,2,NA,NA,NA
S17261995,Canada Goose,Branta canadensis,277,8,US-MD,Cecil,"Marina Park, Port Deposit",39.5997364,-76.1101377,3/2/2014,8:40 AM,eBird - Traveling Count,95,1,0.402,NA,2,NA,NA,"<br />Submitted from BirdLog NA for iOS, version 1.7.1"
S17612124,Canada Goose,Branta canadensis,277,6,US-MD,Cecil,"Marina Park, Port Deposit",39.5997364,-76.1101377,3/26/2014,6:43 PM,eBird - Traveling Count,18,1,0.322,NA,2,NA,NA,"<br />Submitted from BirdLog NA for iOS, version 1.7.1"
S17450289,Canada Goose,Branta canadensis,277,8,US-MD,Cecil,Port Deposit,39.6038366,-76.1158562,3/15/2014,11:00 AM,eBird - Traveling Count,120,1,0.805,NA,1,NA,NA,NA
S17564470,Canada Goose,Branta canadensis,277,30,US-MD,Cecil,Port Deposit,39.6038366,-76.1158562,3/23/2014,7:05 AM,eBird - Traveling Count,41,1,0.805,NA,3,NA,NA,"<br />Submitted from BirdLog NA for iOS, version 1.7.1"
S12345120,Canada Goose,Branta canadensis,277,X,US-TX,Chambers,Anahuac NWR (UTC 049),29.6148414,-94.5344353,12/21/2012,3:00 PM,eBird - Traveling Count,150,1,4.828,NA,1,NA,NA,NA
S14964864,Canada Goose,Branta canadensis,277,X,US-MO,Chariton,Swan Lake NWR,39.613988,-93.2222444,8/19/2013,11:00 AM,eBird - Casual Observation,0,1,NA,NA,2,NA,NA,"<br />Submitted from BirdLog NA for iOS, version 1.6.2"
S17960044,Canada Goose,Branta canadensis,277,40,US-PA,Chester,Somerset Lake,39.7850595,-75.7397461,4/19/2014,8:57 AM,eBird - Stationary Count,163,1,NA,NA,2,"C {0}--Courtship, Display or Copulation",Copulation.,Submitted from  BirdLog NA for Android v1.9.3
S22817044,Canada Goose,Branta canadensis,277,5,US-PA,Chester,horse farm,39.7346562,-75.7700765,4/12/2015,8:20 AM,eBird - Traveling Count,111,1,3.219,NA,5,NA,NA,Submitted from  BirdLog NA for Android v1.9.6
S13639614,Canada Goose,Branta canadensis,277,5,US-TX,Comal,"Bulverde, 11300-11348 Highway 46",29.78091,-98.31835,4/5/2013,1:11 PM,eBird - Stationary Count,15,1,NA,NA,1,NA,NA,Submitted from  BirdLog for Android v1.6
S23198223,Canada Goose,Branta canadensis,277,1,US-NJ,Cumberland,Heislerville WMA,39.2302586,-75.0034046,5/3/2015,11:28 AM,eBird - Traveling Count,39,1,0.483,NA,1,NA,NA,Submitted from  BirdLog NA for Android v1.9.6
S23198210,Canada Goose,Branta canadensis,277,1,US-NJ,Cumberland,Heislerville WMA,39.2302586,-75.0034046,5/3/2015,11:28 AM,eBird - Traveling Count,39,1,0.483,NA,1,NA,NA,Submitted from  BirdLog NA for Android v1.9.6
S12345086,Canada Goose,Branta canadensis,277,X,US-MS,Hancock,Hancock County Marshes Coastal Preserve,30.2058226,-89.4682789,12/19/2012,7:30 AM,eBird - Traveling Count,300,1,8.047,NA,5,NA,NA,With Mark Woodrey doing the CBC on a boat in the bay.
S17564469,Canada Goose,Branta canadensis,277,3,US-MD,Harford,Conowingo Dam (Harford Co.),39.654346,-76.17431,3/23/2014,8:04 AM,eBird - Traveling Count,28,1,1.207,NA,1,NA,NA,"<br />Submitted from BirdLog NA for iOS, version 1.7.1"
S17261994,Canada Goose,Branta canadensis,277,100,US-MD,Harford,Lapidum,39.5978226,-76.1277276,3/2/2014,8:40 AM,eBird - Casual Observation,0,1,NA,NA,2,NA,NA,Birds observed from Port Deposit.
S14924413,Canada Goose,Branta canadensis,277,X,US-MO,Holt,Squaw Creek NWR,40.068893,-95.23534,8/14/2013,8:00 AM,eBird - Traveling Count,90,1,8.047,NA,5,NA,NA,NA
S14941884,Canada Goose,Branta canadensis,277,X,US-MO,Holt,Squaw Creek NWR,40.068893,-95.23534,8/15/2013,4:04 PM,eBird - Casual Observation,0,1,NA,NA,2,NA,NA,"<br />Submitted from BirdLog NA for iOS, version 1.6.2"
S14941883,Canada Goose,Branta canadensis,277,X,US-MO,Holt,Squaw Creek NWR - Mallard Marsh,40.0980168,-95.2764506,8/16/2013,11:00 AM,eBird - Casual Observation,0,1,NA,NA,2,NA,NA,NA
S11951409,Canada Goose,Branta canadensis,277,X,US-NC,Hyde,Lake Mattamuskeet NWR--Wildlife Drive,35.468361,-76.1490664,11/3/2012,9:00 AM,eBird - Traveling Count,360,1,16.093,NA,4,NA,NA,NA
S12910996,Canada Goose,Branta canadensis,277,X,US-MS,Jackson,Red Creek WMA Larue/Dantzler,30.6438181,-88.8633287,2/9/2013,9:00 AM,eBird - Traveling Count,90,1,16.093,NA,4,NA,NA,NA
S12801520,Canada Goose,Branta canadensis,277,X,US-MS,Jackson,Seaman Rd Sewage Lagoons (restricted access),30.500325,-88.7982038,2/1/2013,12:30 PM,eBird - Traveling Count,180,1,3.219,NA,3,NA,NA,NA
S13421086,Canada Goose,Branta canadensis,277,X,US-MS,Jackson,Seaman Rd Sewage Lagoons (restricted access),30.500325,-88.7982038,3/16/2013,5:30 PM,eBird - Traveling Count,105,1,8.047,NA,4,NA,NA,"with Glen Davis, Jared Feura, and Eamon Harrity"
S15694154,Canada Goose,Branta canadensis,277,X,US-DE,Kent,Bombay Hook National Wildlife Refuge,39.2670818,-75.4695511,11/17/2013,10:52 AM,eBird - Traveling Count,264,1,6.437,NA,1,NA,NA,Submitted from  BirdLog NA for Android v1.9.3
S16086918,Canada Goose,Branta canadensis,277,X,US-DE,Kent,Bombay Hook National Wildlife Refuge,39.2670818,-75.4695511,12/15/2013,7:00 AM,eBird - Exhaustive Area Count,300,1,NA,55,1,NA,NA,personal CBC list
S19088991,Canada Goose,Branta canadensis,277,15,US-DE,Kent,Bombay Hook National Wildlife Refuge,39.2670818,-75.4695511,7/13/2014,1:38 PM,eBird - Traveling Count,100,1,3.219,NA,1,NA,NA,Submitted from  BirdLog NA for Android v1.9.3
S20904365,Canada Goose,Branta canadensis,277,1220,US-DE,Kent,Bombay Hook National Wildlife Refuge,39.2670818,-75.4695511,12/14/2014,7:00 AM,eBird - Traveling Count,295,1,7.242,NA,7,NA,Not including 2000+ flyovers,Bombay Hook CBC- Raymond
S22947429,Canada Goose,Branta canadensis,277,1,US-DE,Kent,Bombay Hook National Wildlife Refuge,39.2670818,-75.4695511,4/19/2015,1:00 PM,eBird - Traveling Count,151,1,4.828,NA,1,NA,NA,Submitted from  BirdLog NA for Android v1.9.6
S21538682,Canada Goose,Branta canadensis,277,2,US-DE,Kent,"Dover, 951-1097 Port Mahon",39.18087,-75.40404,1/25/2015,4:47 PM,eBird - Traveling Count,45,1,2.414,NA,2,NA,NA,Submitted from  BirdLog NA for Android v1.9.6
S15696046,Canada Goose,Branta canadensis,277,X,US-DE,Kent,Kent,39.09867,-75.53593,11/17/2013,4:00 PM,eBird - Traveling Count,30,1,9.656,NA,1,NA,NA,NA
S18505481,Canada Goose,Branta canadensis,277,X,US-DE,Kent,"Smyrna, 1001-1015 Raymond Neck Road",39.26692,-75.50703,5/22/2014,8:07 AM,eBird - Stationary Count,6,1,NA,NA,1,NA,NA,Submitted from  BirdLog NA for Android v1.9.3
S18505731,Canada Goose,Branta canadensis,277,X,US-DE,Kent,"Smyrna, 1017-1099 Raymond Neck Road",39.26708,-75.50436,5/22/2014,8:20 AM,eBird - Stationary Count,9,1,NA,NA,1,NA,NA,Submitted from  BirdLog NA for Android v1.9.3
S18593966,Canada Goose,Branta canadensis,277,1,US-DE,Kent,"Smyrna, 5500-5598 Delaware 9",39.34505,-75.54408,5/28/2014,6:38 AM,eBird - Stationary Count,16,1,NA,NA,1,NA,NA,Submitted from  BirdLog NA for Android v1.9.3
S18593897,Canada Goose,Branta canadensis,277,5,US-DE,Kent,"Smyrna, 6180 Hay Point Landing Road",39.34543,-75.53893,5/28/2014,6:13 AM,eBird - Stationary Count,15,1,NA,NA,1,NA,NA,Submitted from  BirdLog NA for Android v1.9.3
S22630516,Canada Goose,Branta canadensis,277,4,US-DE,Kent,Woodland Beach Wildlife Area,39.32639,-75.5099817,4/1/2015,4:00 PM,eBird - Traveling Count,33,1,0.644,NA,1,NA,NA,Submitted from  BirdLog NA for Android v1.9.6
